id_unico,id_pais_documento,id_tipo_documento,documento,nombres,apellidos,fecha_nacimiento,id_sexo
RRAA000213,076,9,R721648,LEONARDO MAR,SOSA,1956-06-02,1
RRAA000214,600,9,Y211879,FLORENCIA LUIS,GOMEZ VELAZQUEZ,1978-11-02,2
RRAA000215,858,1,31710813,MICAELA,ACOSTA CORREA,1987-03-12,2
RRAA000216,858,1,42545167,JULIET MAR,TORRSE,1974-11-19,2
RRAA000217,600,9,Y712240,SANTIAGO ANDREA,MENDES,1981-02-12,1
RRAA000218,858,1,30375104,PAOLA BEATRIZ,SOSA,1966-06-29,2
RRAA000219,858,1,38114577,ELISA DAMIAN,BENITEZ SUAREZ,1969-10-24,2
RRAA000220,858,1,34224824,LUCIA INES,SUAREZ FERNANDEZ,1963-02-18,2
RRAA000221,858,1,33529763,MARTINA AGUSTINA,ALONSO ALONSO,1951-12-12,2
RRAA000222,858,1,35108094,FLORENCIA INES,MEDNES MARTINEZ,1953-04-12,2
RRAA000223,858,1,39428287,JULIETA,CORREA,1980-05-08,2
RRAA000224,858,1,45212007,MATEO MAR,RUIZ VELAZQUEZ,1984-08-22,1
RRAA000225,858,1,50670246,JULIETA E,DIAZ,1970-12-15,2
RRAA000226,858,1,48655694,JUAN NOELIA,SILVA,1953-12-09,1
RRAA000227,858,1,47810155,MARIA B,LOPEZ,1968-12-13,2
RRAA000228,858,1,34663501,MATEO DAMIAN,SILVA SUAREZ,1966-05-14,1
RRAA000229,858,1,47207656,MATEO E,FERNANDEZ LOPEZ,1974-10-19,1
RRAA000230,858,1,31097081,MARIA BELEN,PEREIRA,1950-03-25,2
RRAA000231,076,9,B794383,MARIA A,VELAZQUEZ,1983-01-21,2
RRAA000232,858,1,48621997,JUAN BELEN,ALONSO FERNANDEZ,1960-01-24,1
RRAA000233,858,1,35341178,LUCIA NOELIA,CORERA,1974-07-08,2
RRAA000234,858,1,35437814,INES DAMIAN,RODRIGUEZ,1989-11-29,2
RRAA000235,858,1,35724478,JULIETA BELEN,CORREA,1980-08-14,2
RRAA000236,858,1,37933471,MARTIN BELEN,ACOSTA,1962-03-19,1
RRAA000237,858,1,58459058,MARIA AGUSTINA,MENDES MARTINEZ,1981-07-30,2
RRAA000238,858,1,58759305,PAOLA ALEJANDRO,MARTINEZ ALONSO,1958-11-24,2
RRAA000239,858,1,37270085,MICAELA ALEJANDRO,RAMIRE LOPEZ,2003-03-27,2
RRAA000240,858,1,33719944,SOFIA CARLOS,PEREZ SILVA,1994-01-16,2
RRAA000241,858,1,48738342,NOELIA ANDREA,PEREIRA,2005-05-24,2
RRAA000242,858,1,59282244,FACUNDO ALEJANDRO,LOPEZ,1951-12-03,1
RRAA000243,032,9,R102380,JOAQUNI LUIS,CORREA,1994-10-07,1
RRAA000244,858,1,32777022,FAUCNDO CARLOS,RODRIGUEZ RUIZ,1989-07-11,1
RRAA000245,858,1,31385031,ELISA EZEQUIEL,MENDES,1977-11-25,2
RRAA000246,858,1,38369355,RUBEN BELEN,MENDES,1952-11-22,1
RRAA000247,858,1,37632487,NICOLAS MAR,TORRES,1954-07-20,1
RRAA000248,858,1,36835953,THIAGO EZEQUIEL,MENDES RODRIGUEZ,1962-09-24,1
RRAA000249,858,1,58728736,LUCIA DAMIAN,ALONSO,1976-02-13,2
RRAA000250,858,1,39844346,VALENTINA DAMIAN,RAMIREZ,1983-12-30,2
RRAA000251,858,1,46530739,MARTIN A,RODRGIUEZ BENITEZ,1989-03-03,1
RRAA000252,858,1,40346164,RUBEN DAMIAN,SOSA,1992-07-18,1
RRAA000253,858,1,40717900,FACUNDO B,RUIZ,1955-03-01,1
RRAA000254,858,1,54670234,THIAGO M,FERNANDEZ ACOSTA,1980-08-21,1
RRAA000255,858,1,57533997,MICEALA ANDREA,CORRE CORREA,1991-08-17,2
RRAA000256,032,9,R535630,THIAGO I,SOSA PEREZ,1958-07-22,1
RRAA000257,858,1,30704410,NICOLAS INES,LOPEZ RUIZ,1975-05-28,1
RRAA000258,858,1,46558653,SOFIA,VELAZQUEZ,1962-03-25,2
RRAA000259,858,1,32959938,JOAQUIN MAR,MARTINEZ MENDES,1978-08-15,1
RRAA000260,858,1,59584013,LAURA ANDREA,CORERA,1976-05-14,2
RRAA000261,858,1,31880200,DEIGO A,VELAZQUEZ ACOSTA,1985-05-26,1
RRAA000262,858,1,38323923,SEBASTIAN NOELIA,VELAZQUEZ,1992-01-09,1
RRAA000263,858,1,31385980,MARTINA ALEJANDRO,PEREIRA,1970-09-15,2
RRAA000264,858,1,43523111,SEBASTIAN EZEQUIEL,VELAZQUEZ SOSA,1977-12-27,1
RRAA000265,858,1,30477871,PEDRO ELENA,GOMEZ,1953-09-22,1
RRAA000266,858,1,48196159,JULIETA ANDREA,RODRIGUEZ BENITEZ,1986-09-22,2
RRAA000267,858,1,44619767,SANTIAGO E,ALONSO,1987-11-09,1
RRAA000268,858,1,39246186,MARIA A,CORREA MENDES,2005-12-04,2
RRAA000269,858,1,33208976,SOFIA J,FERNANDEZ,1993-05-16,2
RRAA000270,858,1,58082405,FLORENCIA ALEJANDRO,TORRES CORREA,1969-03-05,2
RRAA000271,858,1,31890836,INES INES,SUAREZ,,2
RRAA000272,076,9,B115718,NICOLAS EZEQUIEL,VELAZQUEZ,1994-10-19,1
RRAA000273,858,1,34912199,RUBEN BELEN,DIAZ,1996-03-27,1
RRAA000274,858,1,44202919,ANDRE E,MENDES,1984-01-18,1
RRAA000275,858,1,49533794,CARLA N,RODRIGUEZ,1960-04-29,2
RRAA000276,076,9,R786890,JOAQUIN ALEJANDRO,SUAREZ,1956-11-28,1
RRAA000277,858,1,32723391,THIAGO,RAMIREZ MENDES,1961-12-07,1
RRAA000278,858,1,56603595,MATEO MAR,PEREIRA,2000-11-16,1
RRAA000279,858,1,50324665,MATEO CARLOS,GOMEZ,1957-07-13,1
RRAA000280,858,1,49051438,DIEGO,TORRES FERNANDEZ,1990-04-10,1
RRAA000281,858,1,36056438,FLORENCIA PAULA,BENITEZ,1988-02-12,2
RRAA000282,858,1,48321202,DIEGO INES,ALONSO,1959-10-23,1
RRAA000283,858,1,32644518,LAURA NOELIA,RUIZ,2001-01-02,2
RRAA000284,858,1,59962361,JUAN ALEJANDRO,DIAZ,1999-09-29,1
RRAA000285,858,1,42894858,SOFIA NOELIA,LOPE LOPEZ,1993-12-24,2
RRAA000286,862,9,E684948,SOFIA BELEN,CORREA ACOSTA,1976-02-22,2
RRAA000287,858,1,43441598,LUCIA PAULA,PEREIRA RODRIGUEZ,1977-12-17,2
RRAA000288,858,1,30823168,THIAGO ANDREA,SILVA,1989-02-19,1
RRAA000289,862,9,E021060,CARLA MAR,GOMEZ,1971-11-24,2
RRAA000290,858,1,52070595,SANTIAGO MAR,SUAREZ,1961-04-13,1
RRAA000291,858,1,53086141,ANDRES JAVIER,PEREIRA,1996-02-07,1
RRAA000292,858,1,44442332,MARTIN ANDREA,PEREZ,1967-10-21,1
RRAA000293,600,9,Y570472,INES EZEQUIEL,MENDES,1952-04-10,2
RRAA000294,858,1,30384967,LUCIA JAVIER,GOME,,2
RRAA000295,858,1,40222833,ELISA ALEJANDRO,GOMEZ DIAZ,1994-06-27,2
RRAA000296,858,1,58923404,NICOLSA BEATRIZ,RODRIUGEZ MARTINEZ,1996-10-13,1
RRAA000297,858,1,44639766,LEONARDO EZEQUIEL,AOCSTA,1960-08-30,1
RRAA000298,858,1,40874629,NICOLAS ALEJANDRO,TORRES,1963-07-23,1
RRAA000299,858,1,36620969,CARLA INES,RAMIREZ,1978-05-17,2
RRAA000300,032,9,R799454,MATEO PAULA,SOSA,1994-07-30,1
RRAA000301,858,1,38967645,PAOLA A,ACOSTA PEREIRA,1981-07-23,2
RRAA000302,858,1,32321017,CRALA NOELIA,SUAREZ SILVA,1978-03-25,2
RRAA000303,858,1,42911398,MICAEL ALEJANDRO,RUIZ FERNANDEZ,1959-06-14,2
RRAA000304,862,9,E399990,JOAQUIN BEATRIZ,SILVA MENDES,1995-04-15,1
RRAA000305,600,9,Y531813,SANTIAGO BEATRIZ,VELAZQUEZ,1958-02-20,1
RRAA000306,032,9,R777529,SANTIAGO J,SILVA,1952-07-11,1
RRAA000307,858,1,44123777,LEONARDO ANDREA,TORRES,2004-11-23,
RRAA000308,858,1,36954492,PEDRO EZEQUIEL,ALONSO GOMEZ,1968-08-27,1
RRAA000309,858,1,42013436,MARTINA BELEN,RODRIGUEZ RAMIREZ,1954-06-21,2
RRAA000310,858,1,47350134,ELIS ELENA,RODRIGUEZ,1993-03-02,2
RRAA000311,858,1,54195001,MARTINA CARLOS,FERNANDEZ,1967-09-17,2
RRAA000312,858,1,40663401,INES INES,ACOSTA GOMEZ,1980-04-29,2
RRAA000313,858,1,56480372,FACUNDO INES,RUIZ ACOSTA,1964-11-15,1
RRAA000314,858,1,30007661,MARTINA EZEQUIEL,FERANNDEZ,1972-04-22,2
RRAA000315,858,1,37576523,MICALEA M,RODRIGUEZ DIAZ,1982-01-02,2
RRAA000316,858,1,53455483,GONZALO BEATRIZ,RODRIGUEZ LOPEZ,1983-10-10,1
RRAA000317,600,9,P356851,INES M,VELAZQUEZ LOPEZ,1990-12-12,2
RRAA000318,858,1,,ANDRES C,DIAZ,2005-04-16,1
RRAA000319,858,1,59664998,GONZALO EZEQUIEL,BENITEZ,1956-02-05,1
RRAA000320,858,1,48651474,JOAQUIN ANDREA,LOPEZ PEREZ,1987-11-26,1
RRAA000321,858,1,31593761,MATEO LUIS,FERNANDEZ,1992-12-23,1
RRAA000322,076,9,,NOELIA LUIS,MNEDES TORRES,1999-02-19,2
RRAA000323,858,1,38928568,ELISA PAULA,LOPEZ ALONSO,2005-08-24,2
