id_unico,id_pais_documento,id_tipo_documento,documento,nombres,apellidos,fecha_nacimiento,id_sexo
CEN000094,858,1,40328993,ANDRES JAVIER,ACOSTA,,1
CEN000095,858,1,56012967,GONZALO JAVIER,PEREIRA LOPEZ,1965-08-11,1
CEN000096,858,1,57631708,VALENTINA CARLOS,,1956-07-18,2
CEN000097,858,1,37248035,JOAQUIN LUIS,RAMIREZ,1975-09-18,1
CEN000098,076,9,BR034083,FLORENCIA MAR,RODRIGUEZ,1965-02-20,2
CEN000099,858,1,40270911,LUCIA LUIS,SOSA,1956-11-05,2
CEN000100,858,1,49664993,GONZALO JAVIER,ALONSO,1999-04-03,1
CEN000101,858,1,58519692,PAOLA NOELIA,,,2
CEN000102,858,1,42515100,FLORENCIA ELENA,ALONSO,1955-07-06,2
CEN000103,858,1,58256819,GONZALO ELENA,,1987-04-18,1
CEN000104,858,1,49619627,LEONARDO DAMIAN,DIAZ,1972-09-26,1
CEN000105,858,1,52458019,ANDRES MAR,SILVA,1988-04-05,1
CEN000106,076,9,BR571375,GONZALO LUIS,BENITEZ,1960-08-05,1
CEN000107,032,9,AR364338,GONZALO LUIS,GOMEZ,1967-04-29,1
CEN000108,858,1,56362397,JOAQUIN BELEN,RODRIGUEZ,1950-04-27,1
CEN000109,858,1,56186505,FLORENCIA ELENA,GOMEZ,1997-03-07,2
CEN000110,858,1,49708520,MARTIN JAVIER,DIAZ,1993-01-21,1
CEN000111,858,1,47390998,ANA BELEN,RODRIGUEZ RAMIREZ,1961-11-08,2
CEN000112,858,1,39938372,MARTIN CARLOS,VELAZQUEZ CORREA,2005-03-22,1
CEN000113,032,9,AR981787,SOFIA MAR,RAMIREZ,2006-08-29,2
CEN000114,858,1,55740911,LEONARDO MAR,ACOSTA,,1
CEN000115,858,1,40836483,LAURA LUIS,PEREZ,1981-07-24,2
CEN000116,076,9,BR188796,JOAQUIN NOELIA,CORREA,1984-01-25,1
CEN000117,858,1,30053191,ANA LUIS,RUIZ,,2
CEN000118,858,1,59140487,JULIETA ELENA,FERNANDEZ,1969-04-04,2
CEN000119,858,1,34812719,RUBEN PAULA,MARTINEZ,1976-01-21,1
CEN000120,858,1,54095251,PAOLA NOELIA,SILVA,1998-07-18,2
CEN000121,858,1,55612234,GONZALO,GOMEZ,,1
CEN000122,858,1,30880175,LEONARDO JAVIER,TORRES,1978-01-02,1
CEN000123,858,1,52352087,ANDRES MAR,LOPEZ PEREIRA,2004-10-12,1
CEN000124,858,1,46083907,VALENTINA DAMIAN,VELAZQUEZ SUAREZ,1962-02-18,2
CEN000125,858,1,49974096,ANA JAVIER,ALONSO,1966-10-28,2
CEN000126,858,1,35659518,RUBEN DAMIAN,BENITEZ,,1
CEN000127,858,1,53542719,JOAQUIN CARLOS,SOSA,1987-06-24,1
CEN000128,858,1,58557673,MARIA CARLOS,ALONSO ACOSTA,1979-03-11,2
CEN000129,858,1,30085860,MARIA INES,VELAZQUEZ RUIZ,1981-09-16,2
CEN000130,858,1,44911057,LAURA,VELAZQUEZ,,2
CEN000131,858,1,49358246,RUBEN CARLOS,ACOSTA,1988-09-30,1
CEN000132,858,1,53016101,SOFIA MAR,RUIZ,1973-03-04,2
CEN000133,858,1,35054581,MARIA PAULA,FERNANDEZ,1982-05-21,2
CEN000134,858,1,53535342,PEDRO INES,SUAREZ,1960-02-04,1
CEN000135,858,1,36121692,LUCIA ELENA,PEREZ,1961-03-26,2
CEN000136,858,1,56499173,GONZALO PAULA,TORRES SILVA,1954-10-31,1
CEN000137,858,1,59805827,RUBEN BELEN,TORRES,2006-06-07,1
CEN000138,858,1,50518701,MARIA NOELIA,RODRIGUEZ,1995-03-29,2
CEN000139,858,1,59769681,NICOLAS ELENA,FERNANDEZ,1986-08-07,1
CEN000140,858,1,36561616,PAOLA ELENA,ACOSTA,2000-06-07,2
CEN000141,600,9,PY434465,VALENTINA ELENA,LOPEZ DIAZ,1997-12-13,2
CEN000142,076,9,BR982655,MARIA ELENA,PEREIRA,1987-06-26,2
CEN000143,032,9,AR720363,MARTIN DAMIAN,SUAREZ,,1
CEN000144,032,9,AR074894,RUBEN DAMIAN,PEREIRA SOSA,1979-02-16,1
CEN000145,858,1,,JULIETA MAR,TORRES,1967-11-09,2
CEN000146,076,9,BR809233,LUCIA LUIS,BENITEZ,1953-01-08,2
CEN000147,858,1,31719121,PEDRO BELEN,PEREZ,1955-12-14,1
CEN000148,858,1,46737975,MICAELA,ALONSO MARTINEZ,1965-04-05,
CEN000149,858,1,45490010,VALENTINA DAMIAN,FERNANDEZ,1966-11-05,2
CEN000150,858,1,51359600,LEONARDO,GOMEZ ALONSO,1994-02-20,1
CEN000151,858,1,45477175,JUAN JAVIER,,1986-07-19,1
CEN000152,858,1,31354388,SOFIA ELENA,VELAZQUEZ,1968-08-01,2
CEN000153,858,1,49794662,LEONARDO INES,ACOSTA ACOSTA,1962-06-15,1
CEN000154,858,1,46207458,LEONARDO LUIS,SOSA,1969-03-10,1
CEN000155,862,9,VE693849,MARTIN INES,FERNANDEZ,1954-07-14,1
CEN000156,858,1,30751837,PAOLA BELEN,PEREIRA,1986-01-06,2
CEN000157,858,1,53518995,FLORENCIA NOELIA,ALONSO RUIZ,1999-09-27,2
CEN000158,858,1,50037610,MATEO ELENA,,1986-07-14,1
CEN000159,858,1,52435730,PAOLA BELEN,CORREA,1994-06-04,2
CEN000160,858,1,31158284,SOFIA MAR,MENDEZ DIAZ,1955-10-06,2
CEN000161,858,1,49738794,PEDRO LUIS,FERNANDEZ,1966-03-03,1
CEN000162,858,1,59092279,LEONARDO,DIAZ,1956-08-04,1
CEN000163,858,1,38472557,FLORENCIA ELENA,PEREIRA,1979-03-17,2
CEN000164,858,1,35691488,JUAN DAMIAN,PEREZ,1969-05-05,1
CEN000165,858,1,45933875,JULIETA,RAMIREZ,,2
CEN000166,858,1,42175393,GONZALO BELEN,TORRES TORRES,1987-02-27,1
CEN000167,858,1,,PEDRO BELEN,CORREA,1984-11-14,1
CEN000168,858,1,39435456,VALENTINA DAMIAN,RAMIREZ PEREIRA,1963-05-06,2
CEN000169,858,1,38769203,PEDRO BELEN,SILVA ACOSTA,1992-04-22,1
CEN000170,858,1,32507319,LEONARDO ELENA,MENDEZ,1963-11-03,1
CEN000171,032,9,AR112335,CARLA CARLOS,TORRES SUAREZ,1951-05-25,2
CEN000172,858,1,43542016,MICAELA INES,RUIZ CORREA,1987-09-06,2
CEN000173,858,1,52462699,MICAELA ELENA,PEREZ,2002-02-24,2
CEN000174,858,1,48828141,LUCIA ELENA,ALONSO MARTINEZ,1976-10-20,2
CEN000175,858,1,42862193,PEDRO,GOMEZ,1953-01-22,1
CEN000176,858,1,32769955,MARIA JAVIER,BENITEZ,2001-09-01,2
CEN000177,858,1,42042359,LEONARDO INES,BENITEZ SOSA,2001-07-24,1
CEN000178,858,1,51527897,PAOLA,FERNANDEZ CORREA,1972-04-19,2
CEN000179,862,9,VE111399,ANA LUIS,TORRES,1956-03-08,2
CEN000180,858,1,36652633,MARIA,CORREA,1963-08-20,2
CEN000181,858,1,57635312,RUBEN PAULA,GOMEZ,1953-07-30,1
CEN000182,600,9,PY244093,FLORENCIA PAULA,,1963-09-14,2
CEN000183,858,1,40649704,LAURA NOELIA,PEREIRA,2003-06-17,2
CEN000184,858,1,46018290,JOAQUIN NOELIA,BENITEZ,1976-10-06,1
CEN000185,858,1,52085451,LEONARDO LUIS,BENITEZ,1968-06-02,1
CEN000186,032,9,AR710982,LEONARDO ELENA,PEREIRA,1960-10-11,1
CEN000187,858,1,55745825,FLORENCIA MAR,FERNANDEZ,1973-09-30,2
CEN000188,600,9,PY144407,SOFIA DAMIAN,RODRIGUEZ,1955-12-19,2
CEN000189,858,1,47369891,LEONARDO PAULA,PEREZ ALONSO,2001-08-06,1
CEN000190,858,1,33284780,RUBEN MAR,ALONSO PEREIRA,1954-07-17,1
CEN000191,858,1,42220248,RUBEN BELEN,PEREIRA,1981-12-17,1
CEN000192,858,1,48088245,LAURA LUIS,SUAREZ,1961-04-22,2
CEN000193,858,1,36695940,JULIETA DAMIAN,RAMIREZ,1952-11-13,2
CEN000194,858,1,36499108,CARLA LUIS,RODRIGUEZ,1960-10-12,2
CEN000195,858,1,41352354,CARLA PAULA,RAMIREZ,2004-09-06,2
CEN000196,032,9,AR804664,PEDRO BELEN,TORRES VELAZQUEZ,1997-05-16,1
CEN000197,858,1,33989580,LEONARDO JAVIER,CORREA,1951-04-29,1
CEN000198,862,9,VE277844,GONZALO CARLOS,MENDEZ,1982-05-01,1
CEN000199,858,1,,LAURA LUIS,RODRIGUEZ LOPEZ,1977-04-07,2
CEN000200,858,1,39847473,LEONARDO INES,ACOSTA,1999-03-31,1
CEN000201,858,1,53968244,CARLA ELENA,RAMIREZ DIAZ,2006-11-23,2
CEN000202,858,1,52286494,LEONARDO PAULA,MENDEZ,1957-11-16,1
CEN000203,858,1,53507412,JULIETA,SUAREZ,1980-04-27,2
CEN000204,858,1,52510879,MARIA,RUIZ MARTINEZ,1955-03-21,2
CEN000205,858,1,32566453,DIEGO CARLOS,RODRIGUEZ,2005-01-10,1
CEN000206,858,1,39531038,JOAQUIN CARLOS,ACOSTA,1958-11-10,1
CEN000207,600,9,PY758949,JOAQUIN BELEN,ALONSO,,1
CEN000208,858,1,44816117,LUCIA DAMIAN,ACOSTA ACOSTA,1983-04-22,
CEN000209,858,1,35515829,FLORENCIA BELEN,TORRES,1996-06-01,2
CEN000210,858,1,55091966,SOFIA LUIS,FERNANDEZ,1990-08-17,2
CEN000211,858,1,57561534,JUAN DAMIAN,FERNANDEZ,2005-11-14,1
CEN000212,858,1,54510972,RUBEN LUIS,PEREZ CORREA,2001-03-12,1
CEN000213,858,1,35916228,MARTIN MAR,MARTINEZ,1996-10-30,1
CEN000214,858,1,41546641,GONZALO JAVIER,RODRIGUEZ,1978-12-21,1
CEN000215,600,9,PY268220,ANDRES ELENA,LOPEZ,1999-05-18,1
CEN000216,858,1,33004993,DIEGO NOELIA,MENDEZ GOMEZ,1976-05-04,1
CEN000217,858,1,43225008,GONZALO JAVIER,,1956-02-13,1
CEN000218,076,9,BR439662,FLORENCIA INES,SUAREZ,1983-03-02,2
CEN000219,858,1,39702624,LEONARDO LUIS,RODRIGUEZ RODRIGUEZ,1983-05-13,1
CEN000220,858,1,51918387,CARLA MAR,PEREZ,1996-03-26,2
CEN000221,858,1,53793781,RUBEN NOELIA,MARTINEZ,,1
CEN000222,032,9,AR636654,GONZALO JAVIER,SUAREZ,1995-11-04,1
CEN000223,858,1,54428154,DIEGO BELEN,DIAZ,1976-05-12,1
CEN000224,600,9,PY175109,ANDRES JAVIER,DIAZ,1960-07-13,1
CEN000225,600,9,PY651020,LUCIA LUIS,BENITEZ,1963-04-15,2
CEN000226,032,9,AR394866,VALENTINA CARLOS,DIAZ,1983-09-25,2
CEN000227,858,1,42194357,JOAQUIN PAULA,GOMEZ SOSA,1958-01-07,1
CEN000228,858,1,53575213,MICAELA BELEN,MENDEZ MARTINEZ,1989-11-25,2
CEN000229,858,1,46066029,JUAN JAVIER,PEREIRA,1971-07-01,1
CEN000230,858,1,36350623,MARIA ELENA,ACOSTA ALONSO,2001-11-20,2
CEN000231,858,1,36242407,LEONARDO LUIS,PEREIRA,1989-02-07,1
CEN000232,858,1,32478486,FLORENCIA DAMIAN,ACOSTA,1954-02-03,2
CEN000233,076,9,BR926388,JOAQUIN CARLOS,TORRES,1998-12-20,1
CEN000234,858,1,44003220,DIEGO ELENA,MENDEZ,1994-01-02,1
CEN000235,858,1,30731485,VALENTINA JAVIER,PEREIRA CORREA,1996-07-09,2
CEN000236,858,1,39612789,DIEGO ELENA,SOSA,1995-02-28,1
CEN000237,858,1,43114101,MATEO JAVIER,SUAREZ ALONSO,1972-11-10,1
CEN000238,600,9,PY531593,DIEGO JAVIER,PEREIRA,1960-07-05,1
CEN000239,858,1,36190253,PAOLA PAULA,MENDEZ SOSA,1957-04-09,2
CEN000240,858,1,51529876,FLORENCIA JAVIER,GOMEZ,1955-03-07,2
CEN000241,858,1,39842206,LUCIA LUIS,LOPEZ FERNANDEZ,1982-10-27,2
CEN000242,858,1,50602922,JUAN INES,RAMIREZ MARTINEZ,1997-05-22,1
CEN000243,600,9,PY739078,SOFIA INES,PEREIRA SUAREZ,,2
CEN000244,032,9,AR461775,LUCIA NOELIA,,1968-04-21,2
CEN000245,032,9,AR447725,JOAQUIN MAR,RAMIREZ RUIZ,1983-08-01,1
CEN000246,858,1,57132854,NICOLAS PAULA,FERNANDEZ CORREA,1973-11-13,
CEN000247,858,1,58210452,VALENTINA JAVIER,FERNANDEZ,1968-04-09,2
CEN000248,858,1,56139181,JULIETA,ALONSO,1983-08-19,2
CEN000249,600,9,PY382543,ANA BELEN,MENDEZ,,2
CEN000250,858,1,,MATEO MAR,LOPEZ,,1
CEN000251,858,1,,JUAN CARLOS,LOPEZ,1957-11-23,1
CEN000252,858,1,43044836,ANA LUIS,SOSA CORREA,1954-06-05,2
CEN000253,600,9,PY650095,MARTIN LUIS,ALONSO VELAZQUEZ,1987-05-15,1
CEN000254,858,1,34457796,JOAQUIN DAMIAN,DIAZ,1991-04-17,1
CEN000255,858,1,52984204,MARTIN,FERNANDEZ,1999-11-22,1
CEN000256,858,1,46364636,LUCIA DAMIAN,,1972-11-24,2
CEN000257,858,1,31516820,JUAN,DIAZ,,
CEN000258,858,1,44258575,ANDRES,,1952-02-12,1
CEN000259,858,1,38052897,MARTIN CARLOS,DIAZ,1983-01-30,1
CEN000260,032,9,AR193572,MARTIN DAMIAN,SILVA,1955-06-17,1
CEN000261,858,1,33303592,PAOLA MAR,LOPEZ RODRIGUEZ,1999-04-17,2
CEN000262,858,1,41315623,LAURA LUIS,MARTINEZ,1963-05-14,2
CEN000263,858,1,33641301,DIEGO JAVIER,PEREZ,1984-05-10,1
CEN000264,858,1,35760127,JUAN ELENA,RUIZ,1967-05-04,1
CEN000265,858,1,52034354,MICAELA PAULA,SOSA FERNANDEZ,,2
CEN000266,858,1,47297599,LUCIA PAULA,RUIZ BENITEZ,1952-01-28,2
CEN000267,858,1,59097594,MICAELA CARLOS,SILVA SUAREZ,1988-12-06,2
CEN000268,858,1,47937895,JOAQUIN NOELIA,PEREZ PEREZ,1993-06-13,1
CEN000269,858,1,58216662,VALENTINA CARLOS,TORRES,1958-05-28,2
CEN000270,858,1,53052020,JOAQUIN,DIAZ SUAREZ,1965-11-17,1
CEN000271,858,1,56038762,LEONARDO CARLOS,MARTINEZ LOPEZ,1961-11-16,1
CEN000272,858,1,33555197,NICOLAS BELEN,SOSA,1963-10-26,1
CEN000273,858,1,45400872,VALENTINA NOELIA,,1977-09-08,2
CEN000274,858,1,34313988,LUCIA BELEN,SILVA SILVA,,2
CEN000275,032,9,AR788506,PEDRO LUIS,RAMIREZ ALONSO,,1
CEN000276,858,1,45676451,MATEO NOELIA,ACOSTA,1978-12-07,1
CEN000277,858,1,34807216,DIEGO BELEN,RAMIREZ,1980-12-21,1
CEN000278,858,1,34976913,ANDRES INES,MARTINEZ TORRES,,1
CEN000279,858,1,40246075,JULIETA INES,RAMIREZ,1968-01-26,2
CEN000280,032,9,AR718106,CARLA NOELIA,CORREA PEREZ,1956-04-10,2
CEN000281,858,1,56169428,GONZALO ELENA,RUIZ TORRES,1967-07-23,1
CEN000282,076,9,BR932269,NICOLAS INES,MARTINEZ,1957-07-01,1
CEN000283,858,1,,LUCIA MAR,SOSA,1963-04-10,2
CEN000284,858,1,51125150,PAOLA JAVIER,ACOSTA DIAZ,1951-06-20,2
CEN000285,858,1,36539184,LUCIA CARLOS,BENITEZ,1964-07-01,2
CEN000286,032,9,AR867377,VALENTINA ELENA,MARTINEZ,2000-03-22,2
CEN000287,858,1,30961652,JUAN LUIS,MARTINEZ RUIZ,1991-09-20,1
CEN000288,858,1,40304140,PEDRO PAULA,LOPEZ,1993-10-02,1
CEN000289,858,1,31395719,JUAN BELEN,LOPEZ,1993-11-17,1
CEN000290,858,1,53909385,JULIETA LUIS,RODRIGUEZ,1965-10-30,2
CEN000291,858,1,31385017,LEONARDO CARLOS,SILVA,1983-11-12,1
CEN000292,858,1,52891101,CARLA,ACOSTA GOMEZ,1971-06-02,2
CEN000293,858,1,45680161,VALENTINA DAMIAN,SOSA,1965-03-22,2
CEN000294,858,1,41635660,ANDRES,RUIZ FERNANDEZ,2004-09-09,1
CEN000295,858,1,54235727,ANDRES,GOMEZ,1983-11-18,1
CEN000296,858,1,33018773,RUBEN INES,RAMIREZ RODRIGUEZ,1952-02-27,1
CEN000297,858,1,32224878,ANA INES,SILVA DIAZ,1997-01-17,2
CEN000298,858,1,30596214,RUBEN MAR,GOMEZ PEREZ,1981-04-03,1
CEN000299,858,1,43158452,PAOLA CARLOS,MARTINEZ MENDEZ,1980-10-14,
CEN000300,862,9,VE441505,CARLA JAVIER,RODRIGUEZ,1999-01-02,2
CEN000301,858,1,37205782,MARIA CARLOS,FERNANDEZ CORREA,1966-07-01,2
CEN000302,076,9,BR243777,JULIETA PAULA,TORRES,2002-11-28,2
CEN000303,858,1,45949878,MATEO MAR,BENITEZ,1973-07-20,1
CEN000304,858,1,45136821,LEONARDO ELENA,TORRES,2006-06-21,1
CEN000305,858,1,43340585,JUAN LUIS,GOMEZ,1961-11-27,1
CEN000306,858,1,56807285,JULIETA MAR,RUIZ,1968-03-11,2
CEN000307,858,1,49341526,GONZALO INES,,1991-02-10,1
CEN000308,858,1,59499615,NICOLAS,MENDEZ LOPEZ,1961-02-04,1
CEN000309,858,1,55084604,NICOLAS MAR,RAMIREZ,1965-08-04,1
CEN000310,858,1,44819404,NICOLAS NOELIA,ACOSTA,1971-02-28,1
CEN000311,858,1,35044605,NICOLAS NOELIA,PEREZ SUAREZ,1994-05-22,1
CEN000312,858,1,56806744,MATEO CARLOS,ACOSTA VELAZQUEZ,1975-10-07,1
CEN000313,858,1,49121693,PAOLA DAMIAN,MENDEZ,1953-11-15,2
CEN000314,862,9,VE393195,LAURA DAMIAN,CORREA,1963-09-10,2
CEN000315,858,1,46911119,JUAN,,1994-10-22,1
CEN000316,858,1,58083454,MICAELA JAVIER,SOSA,1973-01-05,2
CEN000317,076,9,BR124280,PEDRO MAR,,1954-05-17,1
CEN000318,858,1,45533943,LEONARDO MAR,PEREZ GOMEZ,1995-08-25,1
CEN000319,858,1,56115705,VALENTINA JAVIER,TORRES,2002-01-09,2
CEN000320,858,1,58942691,LAURA JAVIER,RODRIGUEZ,1977-01-28,2
CEN000321,858,1,39423559,GONZALO JAVIER,ALONSO,1971-05-16,1
CEN000322,858,1,,FLORENCIA,PEREIRA,1973-06-10,2
CEN000323,858,1,,PEDRO ELENA,SUAREZ,1988-02-22,1
CEN000324,858,1,34173788,CARLA LUIS,ACOSTA VELAZQUEZ,1951-06-03,2
CEN000325,858,1,42140362,MICAELA ELENA,LOPEZ,1993-11-13,2
CEN000326,858,1,42096250,LAURA MAR,RODRIGUEZ,1996-03-15,2
CEN000327,032,9,AR822919,MARTIN ELENA,BENITEZ,,1
CEN000328,858,1,31237614,GONZALO JAVIER,MARTINEZ VELAZQUEZ,1980-05-07,1
CEN000329,858,1,49771723,PEDRO NOELIA,LOPEZ,1961-08-25,1
CEN000330,076,9,BR047266,SOFIA NOELIA,SILVA ACOSTA,1981-01-27,2
CEN000331,858,1,42236125,JOAQUIN JAVIER,DIAZ DIAZ,1980-07-05,1
CEN000332,076,9,BR007196,SOFIA INES,TORRES ACOSTA,1967-01-23,2
CEN000333,858,1,42521073,VALENTINA,MENDEZ,1993-05-12,2
CEN000334,858,1,49419930,ANDRES DAMIAN,BENITEZ GOMEZ,1963-10-09,1
CEN000335,862,9,VE219993,PEDRO JAVIER,DIAZ,1965-11-28,1
CEN000336,858,1,46764513,DIEGO CARLOS,RAMIREZ ACOSTA,1950-06-15,1
CEN000337,858,1,42215467,ANDRES NOELIA,SUAREZ RAMIREZ,1987-06-17,1
CEN000338,076,9,BR443956,JUAN JAVIER,SUAREZ,2000-05-20,1
CEN000339,858,1,56455157,RUBEN DAMIAN,PEREIRA SUAREZ,,1
CEN000340,862,9,VE398851,LEONARDO PAULA,CORREA,1953-03-27,1
